"Order ID,Order Date,Product Category,Region,Quantity,Customer ID,Revenue,Profit,Segment,Location"
"ORD204961,2024-03-20,Accessories,North,3,CUST103717,10743,2463.03,Corporate,Pune"
"ORD204962,2024-10-06,Clothing,South,2,CUST103146,8314,1799.11,Corporate,Chennai"
"ORD204963,2023-05-09,Electronics,South,4,CUST102287,13820,1363.6,Consumer,Delhi"
"ORD204964,2022-01-07,Furniture,East,9,CUST104231,29646,8880.7,Consumer,Bengaluru"
"ORD204965,2022-08-02,Clothing,South,7,CUST102274,25634,5292.9,Consumer,Hyderabad"
"ORD204966,2024-05-06,Accessories,West,3,CUST100458,9081,1196.69,Corporate,Kolkata"
"ORD204967,2023-09-09,Electronics,South,8,CUST102939,4176,618.68,SME,Pune"
"ORD204968,2025-10-15,Clothing,East,9,CUST103829,33795,9459.43,SME,Ahmedabad"
"ORD204969,2024-04-19,Furniture,Central,1,CUST102986,3105,489.91,Corporate,Mumbai"
"ORD204970,2024-11-01,Clothing,Central,1,CUST101109,849,93.62,Consumer,Hyderabad"
"ORD204971,2025-02-22,Electronics,West,9,CUST102984,41364,5622.25,SME,Chennai"
"ORD204972,2025-10-06,Clothing,West,9,CUST104164,30159,5505.37,Consumer,Kolkata"
"ORD204973,2025-04-09,Accessories,South,7,CUST101385,11095,992.17,SME,Pune"
"ORD204974,2025-02-16,Office Supplies,South,3,CUST102017,9501,596.14,SME,Bengaluru"
"ORD204977,2025-12-24,Electronics,North,9,CUST101733,34272,9657.02,Consumer,Hyderabad"
"ORD204978,2025-07-23,Electronics,Central,8,CUST101577,14616,3772.1,Consumer,Chennai"
"ORD204979,2022-11-14,Clothing,Central,8,CUST100740,24512,2269.91,Corporate,Kolkata"
"ORD204980,2022-08-04,Accessories,West,1,CUST102732,2956,183.85,SME,Kolkata"
"ORD204981,2023-01-23,Furniture,North,6,CUST102600,13302,2420.58,Corporate,Bengaluru"
"ORD204983,2023-04-06,Electronics,South,5,CUST101854,12460,2666.24,SME,Chennai"
"ORD204984,2023-06-17,Clothing,South,1,CUST102478,2117,249.05,SME,Hyderabad"
"ORD204985,2024-12-10,Clothing,North,3,CUST102963,5949,800.35,Consumer,Chennai"
"ORD204986,2023-08-31,Electronics,North,4,CUST103291,10640,3105.79,Corporate,Ahmedabad"
"ORD204987,2023-07-23,Clothing,South,7,CUST101170,18998,2976.74,Consumer,Ahmedabad"
"ORD204988,2024-05-23,Electronics,West,5,CUST102624,10955,2323.14,Consumer,Ahmedabad"
"ORD204989,2024-02-12,Accessories,West,2,CUST102249,8674,1519.4,Consumer,Bengaluru"
"ORD204990,2022-05-02,Office Supplies,West,3,CUST101827,7035,1855.09,Corporate,Delhi"
"ORD204991,2023-01-27,Clothing,West,1,CUST103793,595,154.36,SME,Bengaluru"
"ORD204992,2023-07-10,Electronics,South,6,CUST102460,29226,6202.64,Corporate,Chennai"
"ORD204993,2024-07-17,Electronics,East,8,CUST104315,24280,6869.54,Corporate,Delhi"
"ORD204994,2025-12-06,Clothing,Central,4,CUST102974,18128,1847.88,Consumer,Ahmedabad"
"ORD204995,2022-09-24,Furniture,Central,2,CUST103621,3454,636.01,Corporate,Mumbai"
"ORD204996,2024-11-03,Electronics,Central,4,CUST100616,17444,1894.71,SME,Bengaluru"
"ORD204998,2025-04-28,Electronics,South,5,CUST101985,3195,776.42,SME,Hyderabad"
"ORD204999,2022-12-31,Furniture,East,3,CUST103349,13131,2667.9,Corporate,Pune"
"ORD205000,2023-04-14,Office Supplies,South,9,CUST102796,16839,1279.44,SME,Pune"
"ORD205001,2024-09-22,Furniture,East,7,CUST100714,23870,7094.38,Corporate,Ahmedabad"
"ORD205002,2022-08-19,Accessories,South,9,CUST103125,15777,1119.09,Corporate,Mumbai"
"ORD205003,2025-12-26,Clothing,North,7,CUST102485,10479,2324.44,Consumer,Chennai"
"ORD205004,2023-08-04,Furniture,East,4,CUST103282,3388,681.03,SME,Chennai"
"ORD205005,2024-07-17,Office Supplies,Central,5,CUST100517,8930,1371.2,SME,Delhi"
"ORD205006,2025-12-14,Electronics,East,7,CUST103272,5761,1527.93,Consumer,Chennai"
"ORD205007,2023-10-04,Clothing,West,6,CUST101981,19296,2650.82,Corporate,Hyderabad"
"ORD205009,2023-10-05,Office Supplies,West,3,CUST103114,7191,1426.24,Consumer,Hyderabad"
"ORD205010,2022-12-12,Furniture,West,8,CUST100706,33320,4935.66,SME,Kolkata"
"ORD205011,2023-12-23,Accessories,North,4,CUST102295,13996,1902.98,SME,Kolkata"
"ORD205012,2024-08-07,Clothing,East,9,CUST100780,32346,3728.33,Consumer,Chennai"
"ORD205013,2023-02-10,Electronics,North,1,CUST104283,2274,123.48,Consumer,Delhi"
"ORD205014,2023-05-18,Office Supplies,Central,5,CUST100270,13875,2847.06,Consumer,Delhi"
"ORD205015,2024-04-28,Furniture,East,4,CUST103652,19532,3195.69,Consumer,Bengaluru"
"ORD205018,2022-08-29,Clothing,South,1,CUST103836,900,45.21,Corporate,Hyderabad"
"ORD205020,2023-12-20,Furniture,South,3,CUST102466,7131,1889.22,Consumer,Delhi"
"ORD205021,2023-09-18,Accessories,Central,7,CUST102463,5691,784.72,Consumer,Mumbai"
"ORD205022,2025-01-23,Office Supplies,East,7,CUST103207,27608,5115.62,Consumer,Chennai"
"ORD205023,2024-04-24,Accessories,East,9,CUST102708,10134,2022.13,SME,Hyderabad"
"ORD205024,2025-09-15,Clothing,West,7,CUST102710,9310,1040.8,Consumer,Mumbai"
"ORD205025,2022-07-31,Office Supplies,West,8,CUST104018,20752,3569.16,Consumer,Delhi"
"ORD205027,2022-04-03,Furniture,Central,4,CUST101529,7176,1930.85,Corporate,Mumbai"
"ORD205028,2022-11-13,Clothing,East,8,CUST100179,37720,9493.76,Consumer,Bengaluru"
"ORD205029,2024-03-26,Electronics,North,4,CUST102695,8680,2320.45,SME,Kolkata"
"ORD205030,2024-06-28,Electronics,West,4,CUST100610,2404,719.33,SME,Hyderabad"
"ORD205032,2025-04-23,Clothing,North,3,CUST103872,5583,1293.24,SME,Ahmedabad"
"ORD205033,2023-08-21,Electronics,North,4,CUST104285,5092,969.16,Consumer,Ahmedabad"
"ORD205034,2023-11-13,Accessories,West,2,CUST100960,6716,1319.67,Consumer,Kolkata"
"ORD205035,2025-11-08,Furniture,South,3,CUST102775,12804,1566.94,SME,Pune"
"ORD205036,2024-09-15,Accessories,West,2,CUST101312,8288,2173.11,SME,Ahmedabad"
"ORD205037,2025-11-26,Clothing,West,6,CUST103237,9702,2399.33,Corporate,Pune"
"ORD205038,2024-01-30,Accessories,South,3,CUST101281,1554,396.82,Consumer,Hyderabad"
"ORD205040,2022-07-11,Electronics,North,9,CUST101417,28170,3584.22,Corporate,Pune"
"ORD205041,2025-05-11,Office Supplies,South,8,CUST100740,27368,8037.45,Corporate,Kolkata"
"ORD205042,2024-10-04,Furniture,North,5,CUST103556,17725,1814.92,SME,Hyderabad"
"ORD205044,2023-10-01,Furniture,West,5,CUST103556,14715,773.48,SME,Hyderabad"
"ORD205045,2025-05-28,Accessories,Central,5,CUST102781,18685,2028.7,Corporate,Chennai"
"ORD205046,2023-08-29,Clothing,Central,4,CUST103086,15332,1964.67,Consumer,Delhi"
"ORD205047,2025-09-24,Clothing,Central,3,CUST100470,11091,1411.78,SME,Mumbai"
"ORD205048,2025-11-21,Electronics,East,9,CUST102001,37467,10583.78,Consumer,Kolkata"
"ORD205050,2024-05-18,Electronics,Central,7,CUST102718,25340,5443.48,SME,Chennai"
"ORD205051,2025-04-29,Electronics,West,5,CUST103316,11905,3527.93,SME,Pune"
"ORD205053,2025-03-25,Electronics,Central,8,CUST101189,14528,4268.75,Consumer,Bengaluru"
"ORD205054,2022-04-12,Furniture,East,8,CUST103575,5704,1372.74,Corporate,Hyderabad"
"ORD205055,2022-10-02,Clothing,Central,6,CUST101229,10788,2730.72,Consumer,Mumbai"
"ORD205056,2023-10-27,Electronics,West,5,CUST101144,9920,1906.35,Corporate,Chennai"
"ORD205057,2023-09-26,Furniture,West,2,CUST100682,7472,1826.2,Corporate,Ahmedabad"
"ORD205059,2023-03-11,Clothing,West,5,CUST103608,2915,499.03,Corporate,Mumbai"
"ORD205060,2025-02-20,Accessories,Central,8,CUST101509,21768,5736.86,SME,Delhi"
"ORD205061,2023-01-13,Furniture,East,6,CUST103739,5874,1498.96,SME,Bengaluru"
"ORD205062,2022-03-10,Accessories,Central,8,CUST103682,29704,4425.58,SME,Kolkata"
"ORD205063,2025-10-31,Accessories,North,1,CUST103933,1936,116.88,SME,Delhi"
"ORD205064,2025-12-07,Accessories,East,9,CUST100082,20772,5847.58,Corporate,Pune"
"ORD205065,2025-07-30,Electronics,West,9,CUST103968,28332,6957.96,Consumer,Ahmedabad"
"ORD205067,2023-01-27,Electronics,East,5,CUST100875,12585,703.82,SME,Chennai"
"ORD205068,2024-05-26,Clothing,North,7,CUST100221,13307,3573.16,SME,Pune"
"ORD205069,2023-07-05,Furniture,East,8,CUST101564,38904,6505.6,Consumer,Kolkata"
"ORD205070,2022-05-14,Electronics,South,7,CUST100647,8939,2481.4,Consumer,Pune"
"ORD205071,2023-09-28,Accessories,North,3,CUST103133,9537,2127.06,SME,Hyderabad"
"ORD205072,2025-02-17,Accessories,East,7,CUST101189,23219,3631.74,Consumer,Bengaluru"
"ORD205073,2025-04-13,Accessories,South,1,CUST102178,4247,343.71,SME,Chennai"
"ORD205074,2022-10-15,Accessories,Central,5,CUST101794,17245,3266.36,Consumer,Kolkata"
"ORD205075,2024-09-14,Office Supplies,North,9,CUST102253,19260,4376.47,Consumer,Delhi"
"ORD205076,2023-11-12,Clothing,Central,2,CUST103243,7344,2027.05,Corporate,Pune"
"ORD205077,2025-03-22,Furniture,South,3,CUST102928,11028,2992.2,Consumer,Mumbai"
"ORD205078,2025-10-19,Furniture,West,9,CUST102216,38880,4458.04,Consumer,Kolkata"
"ORD205079,2023-09-17,Electronics,West,3,CUST100154,12639,869.13,Consumer,Hyderabad"
"ORD205080,2025-08-10,Office Supplies,West,8,CUST101115,21456,3592.5,Corporate,Bengaluru"
"ORD205081,2024-10-21,Furniture,Central,6,CUST101179,8742,1041.24,Corporate,Pune"
"ORD205082,2025-06-23,Clothing,North,7,CUST104100,7833,1013.25,SME,Chennai"
"ORD205083,2022-09-29,Accessories,Central,5,CUST102730,20185,4377.21,SME,Mumbai"
"ORD205084,2025-09-05,Electronics,Central,7,CUST104095,27972,6619.6,Corporate,Pune"
"ORD205085,2025-02-22,Clothing,West,3,CUST102824,14496,3383.11,Corporate,Mumbai"
"ORD205086,2025-09-26,Furniture,Central,5,CUST103548,19720,5014.91,Consumer,Mumbai"
"ORD205088,2022-11-25,Electronics,East,9,CUST101052,28809,8393.42,Corporate,Bengaluru"
"ORD205089,2024-09-03,Furniture,East,4,CUST101418,16144,2173.27,SME,Kolkata"
"ORD205090,2025-02-23,Electronics,East,8,CUST103938,24560,3482.01,Corporate,Ahmedabad"
"ORD205091,2024-12-26,Furniture,West,8,CUST104316,20216,4205.17,SME,Delhi"
"ORD205093,2022-10-22,Office Supplies,East,8,CUST101175,22568,4952.76,Corporate,Delhi"
"ORD205094,2023-01-26,Accessories,North,5,CUST102082,9070,1048.62,Consumer,Mumbai"
"ORD205096,2024-02-05,Clothing,Central,4,CUST100958,15140,3852.38,Consumer,Mumbai"
"ORD205097,2024-08-29,Accessories,East,6,CUST102659,12852,3535.0,SME,Mumbai"
"ORD205098,2023-01-28,Clothing,East,9,CUST101782,5904,897.73,SME,Chennai"
"ORD205099,2025-03-25,Furniture,North,4,CUST103293,17816,4485.39,Corporate,Mumbai"
"ORD205100,2025-10-21,Office Supplies,West,6,CUST100699,5814,966.69,Corporate,Ahmedabad"
"ORD205101,2025-11-26,Clothing,West,5,CUST101623,20815,2320.27,Consumer,Kolkata"
"ORD205103,2025-10-19,Clothing,East,6,CUST100653,25662,3172.55,SME,Hyderabad"
"ORD205104,2023-02-18,Accessories,South,3,CUST104236,5544,513.82,Consumer,Delhi"
"ORD205106,2022-01-15,Accessories,West,3,CUST102550,14409,2153.12,Corporate,Kolkata"
"ORD205107,2022-03-31,Electronics,North,6,CUST102417,9726,2300.26,Consumer,Ahmedabad"
"ORD205108,2024-08-18,Furniture,West,8,CUST103674,9960,2524.61,SME,Kolkata"
"ORD205109,2025-11-03,Clothing,West,8,CUST101292,13104,3389.43,Corporate,Ahmedabad"
"ORD205110,2025-04-07,Electronics,North,5,CUST101553,14960,2348.73,Corporate,Kolkata"
"ORD205112,2025-02-17,Accessories,East,1,CUST103123,3092,292.48,SME,Delhi"
"ORD205114,2025-07-07,Electronics,Central,2,CUST101081,7952,1399.14,Consumer,Ahmedabad"
"ORD205115,2023-03-20,Office Supplies,South,4,CUST100282,17200,4798.19,SME,Mumbai"
"ORD205116,2024-10-25,Clothing,Central,5,CUST103729,15515,1281.08,Consumer,Ahmedabad"
"ORD205117,2023-03-03,Accessories,Central,8,CUST101080,25032,1462.3,SME,Hyderabad"
"ORD205120,2025-05-22,Office Supplies,South,9,CUST100590,38916,9944.3,SME,Chennai"
"ORD205123,2024-11-03,Clothing,West,5,CUST103778,17560,3558.86,Corporate,Chennai"
"ORD205124,2024-10-23,Clothing,West,9,CUST101528,30996,2504.37,SME,Delhi"
"ORD205126,2023-03-22,Office Supplies,West,5,CUST102454,14895,3689.53,SME,Kolkata"
"ORD205127,2025-01-05,Electronics,East,5,CUST100083,16245,4342.84,Consumer,Hyderabad"
"ORD205128,2024-01-12,Furniture,East,1,CUST102192,586,156.77,Consumer,Kolkata"
"ORD205129,2025-06-10,Furniture,South,9,CUST101926,17442,2195.5,Consumer,Bengaluru"
"ORD205130,2025-09-10,Clothing,West,3,CUST104008,8442,823.02,Consumer,Mumbai"
"ORD205131,2023-02-03,Electronics,East,1,CUST100744,1950,169.87,Consumer,Pune"
"ORD205132,2023-04-28,Clothing,Central,5,CUST100150,2585,545.47,Corporate,Hyderabad"
"ORD205134,2025-05-12,Furniture,Central,6,CUST102883,17526,4690.84,Consumer,Bengaluru"
"ORD205135,2022-05-21,Accessories,North,7,CUST102248,3801,957.67,SME,Chennai"
"ORD205137,2023-03-02,Electronics,East,4,CUST100361,18532,3648.49,SME,Pune"
"ORD205138,2022-04-22,Electronics,West,2,CUST101215,9664,2012.92,SME,Pune"
"ORD205140,2022-04-01,Electronics,West,7,CUST104258,12250,2250.43,Corporate,Pune"
"ORD205141,2024-01-19,Furniture,West,5,CUST102326,24705,1554.66,SME,Hyderabad"
"ORD205142,2025-02-05,Office Supplies,East,5,CUST104307,6195,1368.2,Consumer,Mumbai"
"ORD205143,2022-12-13,Office Supplies,South,2,CUST101158,5038,692.1,Consumer,Mumbai"
"ORD205146,2025-11-01,Electronics,East,5,CUST100944,4570,1211.57,SME,Ahmedabad"
"ORD205149,2025-02-24,Clothing,Central,2,CUST103828,4600,402.97,SME,Kolkata"
"ORD205150,2022-09-15,Electronics,North,3,CUST101409,3933,752.24,Corporate,Mumbai"
"ORD205151,2023-05-05,Electronics,North,5,CUST102937,3700,463.92,Consumer,Pune"
"ORD205152,2024-10-21,Furniture,North,6,CUST103758,11142,628.24,SME,Delhi"
"ORD205155,2025-07-04,Electronics,East,2,CUST101037,3570,828.11,Corporate,Delhi"
"ORD205156,2025-05-26,Accessories,East,6,CUST103226,3684,261.61,SME,Delhi"
"ORD205157,2022-12-19,Accessories,West,9,CUST103971,44145,9160.04,Corporate,Kolkata"
"ORD205158,2022-06-10,Electronics,East,5,CUST100615,20670,5316.01,Consumer,Mumbai"
"ORD205159,2025-11-14,Clothing,East,4,CUST103795,4940,446.21,SME,Bengaluru"
"ORD205160,2022-08-27,Accessories,West,9,CUST100003,22788,6727.47,SME,Ahmedabad"
"ORD205161,2023-04-16,Clothing,South,6,CUST103223,22014,4532.79,SME,Kolkata"
"ORD205163,2023-10-05,Clothing,North,1,CUST104285,4988,1035.21,Consumer,Ahmedabad"
"ORD205164,2024-09-21,Accessories,South,9,CUST103752,21816,4737.88,Consumer,Kolkata"
"ORD205165,2025-04-21,Clothing,Central,3,CUST103675,10188,2444.07,Consumer,Ahmedabad"
"ORD205166,2023-12-09,Furniture,East,6,CUST101612,17502,4392.2,Corporate,Kolkata"
"ORD205167,2022-08-02,Clothing,South,1,CUST104173,1189,320.56,SME,Ahmedabad"
"ORD205170,2024-09-23,Electronics,West,3,CUST100211,11829,1342.16,Consumer,Mumbai"
"ORD205171,2023-10-17,Furniture,North,7,CUST102240,15008,2240.46,Consumer,Chennai"
"ORD205172,2022-12-18,Office Supplies,North,9,CUST104322,44199,12374.21,SME,Mumbai"
"ORD205173,2023-09-10,Furniture,South,6,CUST100339,22254,5914.33,Corporate,Ahmedabad"
"ORD205174,2023-12-25,Clothing,East,1,CUST103211,2203,309.69,Consumer,Hyderabad"
"ORD205175,2025-02-05,Furniture,West,9,CUST100678,35154,5477.53,Consumer,Chennai"
"ORD205176,2022-08-19,Clothing,South,5,CUST102460,24710,3053.19,Corporate,Chennai"
"ORD205177,2025-01-12,Clothing,South,2,CUST104281,7204,1480.49,Corporate,Bengaluru"
"ORD205180,2024-09-08,Furniture,West,2,CUST103286,1856,313.68,Corporate,Mumbai"
"ORD205182,2022-03-02,Accessories,North,8,CUST102556,13504,2180.08,Consumer,Pune"
"ORD205183,2025-08-08,Electronics,South,6,CUST104170,11700,2735.45,Corporate,Kolkata"
"ORD205184,2023-03-13,Clothing,Central,2,CUST102387,3704,605.37,Consumer,Delhi"
"ORD205185,2022-09-20,Office Supplies,Central,2,CUST103632,2676,516.52,Consumer,Kolkata"
"ORD205186,2023-03-23,Accessories,Central,1,CUST102366,2863,797.39,SME,Delhi"
"ORD205187,2022-11-20,Furniture,South,7,CUST102286,9317,2126.66,Consumer,Delhi"
"ORD205188,2024-10-16,Electronics,East,6,CUST102557,3588,1073.56,Consumer,Delhi"
"ORD205189,2025-02-26,Office Supplies,West,6,CUST100794,14796,1023.03,Corporate,Pune"
"ORD205190,2024-03-03,Furniture,South,5,CUST102501,3460,822.09,Corporate,Kolkata"
"ORD205191,2023-06-06,Furniture,South,3,CUST103781,10815,2521.77,Corporate,Chennai"
"ORD205192,2025-04-20,Clothing,North,8,CUST101657,37512,2896.58,Corporate,Ahmedabad"
"ORD205193,2023-03-13,Clothing,Central,3,CUST103705,12849,3745.29,Corporate,Ahmedabad"
"ORD205194,2025-05-09,Accessories,South,5,CUST100724,24610,6430.82,Consumer,Bengaluru"
"ORD205195,2024-10-12,Accessories,East,8,CUST100977,10152,1806.22,Corporate,Hyderabad"
"ORD205196,2025-05-25,Furniture,West,3,CUST100896,12531,1317.15,Consumer,Bengaluru"
"ORD205198,2023-02-02,Accessories,South,6,CUST100075,15150,1240.95,Corporate,Delhi"
"ORD205200,2025-04-03,Furniture,North,2,CUST103602,8732,2455.24,Consumer,Ahmedabad"
"ORD205201,2023-01-10,Office Supplies,East,7,CUST101657,11347,2368.41,Corporate,Ahmedabad"
"ORD205202,2024-06-22,Furniture,North,9,CUST101871,31329,2543.02,SME,Kolkata"
"ORD205203,2024-12-24,Office Supplies,East,4,CUST101531,16304,4571.82,Consumer,Ahmedabad"
"ORD205204,2023-10-01,Office Supplies,Central,5,CUST103743,19295,1224.21,Corporate,Chennai"
"ORD205206,2022-03-12,Electronics,East,3,CUST104208,7827,1844.48,SME,Mumbai"
"ORD205207,2025-09-02,Accessories,North,2,CUST100349,3160,807.37,SME,Chennai"
"ORD205210,2022-06-22,Office Supplies,West,8,CUST103090,22792,2665.99,SME,Kolkata"
"ORD205211,2025-10-08,Furniture,North,1,CUST102264,556,80.97,Consumer,Pune"
"ORD205212,2025-02-04,Accessories,East,5,CUST101523,9795,2042.04,SME,Delhi"
"ORD205213,2023-05-02,Office Supplies,West,1,CUST100641,2090,562.53,Consumer,Kolkata"
"ORD205214,2025-12-23,Clothing,West,5,CUST100713,3245,649.78,Corporate,Hyderabad"
"ORD205215,2024-12-12,Clothing,South,3,CUST103496,13467,1589.4,SME,Delhi"
"ORD205217,2024-05-01,Electronics,West,1,CUST102558,3056,841.92,Consumer,Bengaluru"
"ORD205218,2022-08-18,Office Supplies,North,1,CUST104203,2907,151.42,Corporate,Chennai"
"ORD205219,2024-05-06,Office Supplies,South,8,CUST101927,25840,1324.74,Consumer,Bengaluru"
"ORD205220,2024-09-08,Electronics,East,3,CUST100288,5709,1647.05,Corporate,Bengaluru"
"ORD205221,2024-03-22,Office Supplies,West,7,CUST102770,13461,2545.82,Consumer,Chennai"
"ORD205222,2022-05-23,Electronics,West,5,CUST103534,19025,1371.11,Corporate,Delhi"
"ORD205223,2022-04-15,Furniture,West,2,CUST102049,8334,1159.37,Corporate,Ahmedabad"
"ORD205224,2024-10-27,Accessories,North,7,CUST101623,34188,6557.79,Consumer,Kolkata"
"ORD205225,2024-11-01,Clothing,West,7,CUST100252,22078,4554.83,SME,Bengaluru"
"ORD205226,2023-12-18,Electronics,North,3,CUST102270,2205,200.19,Consumer,Chennai"
"ORD205227,2025-01-03,Electronics,Central,6,CUST103279,29106,7567.93,SME,Bengaluru"
"ORD205229,2023-02-02,Furniture,North,1,CUST103662,780,141.41,Corporate,Chennai"
"ORD205230,2024-07-24,Electronics,Central,1,CUST100367,1816,336.37,SME,Kolkata"
"ORD205231,2024-08-12,Accessories,South,2,CUST101570,3082,202.07,SME,Hyderabad"
"ORD205232,2024-01-09,Accessories,South,7,CUST102030,34958,8321.33,Corporate,Bengaluru"
"ORD205233,2024-10-03,Clothing,Central,3,CUST103070,10533,738.79,Consumer,Hyderabad"
"ORD205236,2022-02-18,Office Supplies,Central,4,CUST102446,9584,985.91,Corporate,Kolkata"
"ORD205238,2022-04-29,Office Supplies,Central,4,CUST102700,12088,1470.03,SME,Mumbai"
"ORD205239,2022-02-08,Electronics,South,7,CUST103961,17108,3890.43,SME,Delhi"
"ORD205240,2025-01-01,Electronics,East,5,CUST101845,12475,2288.02,SME,Pune"
"ORD205242,2025-04-01,Clothing,East,8,CUST103337,7464,1492.56,Consumer,Chennai"
"ORD205243,2022-02-23,Clothing,South,4,CUST102296,2240,188.31,SME,Ahmedabad"
"ORD205244,2024-10-15,Electronics,West,6,CUST102231,22308,1130.74,Consumer,Bengaluru"
"ORD205245,2023-09-01,Office Supplies,West,2,CUST103265,7062,611.33,Consumer,Mumbai"
"ORD205246,2023-05-06,Clothing,North,9,CUST100052,13536,691.34,Corporate,Ahmedabad"
"ORD205247,2025-10-12,Electronics,South,9,CUST102129,38079,11309.13,SME,Delhi"
"ORD205248,2025-08-22,Office Supplies,North,6,CUST101569,10470,2182.48,SME,Pune"
"ORD205249,2022-06-14,Furniture,North,6,CUST103924,6756,1394.29,SME,Pune"
"ORD205250,2022-11-10,Office Supplies,North,7,CUST101408,27825,7882.98,Consumer,Hyderabad"
"ORD205251,2023-11-11,Office Supplies,East,4,CUST100718,4880,399.6,Consumer,Pune"
"ORD205252,2023-01-28,Accessories,Central,7,CUST100570,11347,645.74,SME,Mumbai"
"ORD205253,2022-10-11,Accessories,South,1,CUST101048,4293,947.24,SME,Kolkata"
"ORD205254,2025-12-07,Furniture,East,7,CUST103999,23793,4864.68,Corporate,Kolkata"
"ORD205255,2024-08-30,Furniture,Central,1,CUST103964,3893,1075.14,Consumer,Bengaluru"
"ORD205256,2025-04-28,Office Supplies,North,8,CUST103074,10192,1333.12,Consumer,Pune"
"ORD205257,2022-05-28,Clothing,West,6,CUST100853,28116,5289.34,Consumer,Delhi"
"ORD205258,2024-12-04,Furniture,East,1,CUST102661,4354,832.3,Corporate,Chennai"
"ORD205259,2025-06-28,Office Supplies,South,1,CUST104289,838,95.66,SME,Delhi"
"ORD205260,2025-07-02,Electronics,South,4,CUST100829,19172,2684.28,Corporate,Ahmedabad"
"ORD205261,2025-07-14,Accessories,Central,7,CUST100692,17325,2375.37,SME,Ahmedabad"
"ORD205262,2023-04-05,Clothing,East,5,CUST103616,20260,5290.19,Corporate,Chennai"
"ORD205263,2023-06-07,Office Supplies,North,5,CUST103162,14955,2151.73,Consumer,Mumbai"
"ORD205264,2024-04-16,Electronics,Central,8,CUST102700,35672,7340.56,SME,Mumbai"
"ORD205265,2025-01-16,Accessories,South,2,CUST101574,4254,610.33,Consumer,Mumbai"
"ORD205266,2024-07-01,Electronics,East,4,CUST102152,18428,1312.44,Consumer,Pune"
"ORD205267,2022-11-19,Office Supplies,West,4,CUST102146,4924,1385.84,Consumer,Pune"
"ORD205268,2022-05-19,Furniture,North,8,CUST101551,19280,1343.3,SME,Bengaluru"
"ORD205270,2022-03-02,Electronics,East,9,CUST104294,25875,3047.55,SME,Mumbai"
"ORD205271,2024-06-19,Furniture,West,9,CUST101620,25047,2990.83,Corporate,Kolkata"
"ORD205272,2023-03-12,Clothing,South,4,CUST104042,12384,1517.85,Consumer,Bengaluru"
"ORD205273,2025-09-08,Office Supplies,West,7,CUST103801,3689,923.71,SME,Delhi"
"ORD205274,2023-05-26,Office Supplies,South,3,CUST103003,5082,618.6,SME,Pune"
"ORD205275,2022-12-23,Accessories,Central,6,CUST103534,28752,5973.64,Corporate,Delhi"
"ORD205277,2022-03-16,Clothing,Central,5,CUST103244,11255,3073.88,Corporate,Delhi"
"ORD205278,2024-07-31,Accessories,East,6,CUST100435,19074,2193.28,Corporate,Kolkata"
"ORD205279,2025-04-07,Accessories,Central,5,CUST101467,3165,583.59,SME,Mumbai"
"ORD205280,2024-10-13,Electronics,East,7,CUST103364,24024,4614.52,Consumer,Hyderabad"
"ORD205281,2025-06-30,Clothing,North,4,CUST101845,15164,1667.71,SME,Pune"
"ORD205282,2022-10-23,Electronics,Central,5,CUST101534,13375,2644.86,Consumer,Mumbai"
"ORD205283,2025-02-01,Office Supplies,East,4,CUST101490,13308,3549.61,SME,Delhi"
"ORD205284,2025-08-16,Furniture,South,9,CUST104270,17298,2296.91,SME,Bengaluru"
"ORD205285,2024-09-17,Office Supplies,East,2,CUST103748,8292,2350.16,SME,Ahmedabad"
"ORD205286,2025-09-12,Office Supplies,East,1,CUST101021,999,108.54,Corporate,Delhi"
"ORD205287,2024-07-11,Accessories,South,4,CUST103818,13916,1105.98,Corporate,Pune"
"ORD205288,2023-09-21,Office Supplies,East,6,CUST100169,9180,1261.5,Corporate,Bengaluru"
"ORD205290,2022-11-05,Office Supplies,West,4,CUST100700,5776,521.83,SME,Mumbai"
"ORD205292,2022-08-05,Electronics,North,9,CUST100950,9486,1954.78,SME,Pune"
"ORD205293,2022-07-11,Accessories,East,3,CUST101550,2010,510.38,Corporate,Pune"
"ORD205294,2025-06-11,Clothing,South,6,CUST103045,22128,6113.32,Consumer,Kolkata"
"ORD205295,2025-09-07,Office Supplies,Central,8,CUST103837,33992,10128.4,Corporate,Kolkata"
"ORD205296,2024-09-10,Accessories,East,5,CUST102618,5510,1439.86,SME,Kolkata"
"ORD205297,2025-09-29,Accessories,Central,7,CUST103830,4970,260.31,Corporate,Delhi"
"ORD205298,2025-08-08,Clothing,West,9,CUST103009,11232,1664.89,Corporate,Pune"
"ORD205299,2022-04-08,Clothing,East,1,CUST100297,3907,1029.74,Corporate,Bengaluru"
"ORD205300,2024-02-24,Furniture,South,8,CUST100509,13816,4062.15,Consumer,Bengaluru"
"ORD205302,2025-11-20,Accessories,East,1,CUST103749,4774,644.32,Consumer,Ahmedabad"
"ORD205303,2022-12-11,Furniture,Central,4,CUST102681,7572,1610.72,Consumer,Hyderabad"
"ORD205304,2023-10-14,Office Supplies,West,6,CUST101440,22914,3487.12,Corporate,Ahmedabad"
"ORD205305,2023-01-14,Electronics,South,8,CUST103431,38728,3453.85,Corporate,Kolkata"
"ORD205307,2023-09-18,Electronics,Central,1,CUST102173,2947,371.5,Consumer,Kolkata"
