Order ID,Order Date,Product Category,Region,Quantity,Customer ID,Revenue,Profit
ORD205159,14-11-2025,Clothing,East,4,CUST103795,4940,446.21
ORD205160,27-08-2022,Accessories,West,9,CUST100003,22788,6727.47
ORD205161,16-04-2023,Clothing,South,6,CUST103223,22014,4532.79
ORD205162,10-10-2025,Accessories,West,4,CUST104754,19708,5824.01
ORD205163,05-10-2023,Clothing,North,1,CUST104285,4988,1035.21
ORD205164,21-09-2024,Accessories,South,9,CUST103752,21816,4737.88
ORD205165,21-04-2025,Clothing,Central,3,CUST103675,10188,2444.07
ORD205166,09-12-2023,Furniture,East,6,CUST101612,17502,4392.20
ORD205167,02-08-2022,Clothing,South,1,CUST104173,1189,320.56
ORD205168,08-02-2025,Furniture,Central,6,CUST104529,9330,2220.72
ORD205169,10-09-2025,Furniture,West,3,CUST104721,8850,1459.03
ORD205170,23-09-2024,Electronics,West,3,CUST100211,11829,1342.16
ORD205171,17-10-2023,Furniture,North,7,CUST102240,15008,2240.46
ORD205172,18-12-2022,Office Supplies,North,9,CUST104322,44199,12374.21
ORD205173,10-09-2023,Furniture,South,6,CUST100339,22254,5914.33
ORD205174,25-12-2023,Clothing,East,1,CUST103211,2203,309.69
ORD205175,05-02-2025,Furniture,West,9,CUST100678,35154,5477.53
ORD205176,19-08-2022,Clothing,South,5,CUST102460,24710,3053.19
ORD205177,12-01-2025,Clothing,South,2,CUST104281,7204,1480.49
ORD205178,10-04-2024,Office Supplies,South,3,CUST104418,3849,538.90
ORD205179,08-02-2022,Furniture,North,5,CUST104934,7755,1945.49
ORD205180,08-09-2024,Furniture,West,2,CUST103286,1856,313.68
ORD205181,19-12-2023,Accessories,North,3,CUST104684,7185,754.64
ORD205182,02-03-2022,Accessories,North,8,CUST102556,13504,2180.08
ORD205183,08-08-2025,Electronics,South,6,CUST104170,11700,2735.45
ORD205184,13-03-2023,Clothing,Central,2,CUST102387,3704,605.37
ORD205185,20-09-2022,Office Supplies,Central,2,CUST103632,2676,516.52
ORD205186,23-03-2023,Accessories,Central,1,CUST102366,2863,797.39
ORD205187,20-11-2022,Furniture,South,7,CUST102286,9317,2126.66
ORD205188,16-10-2024,Electronics,East,6,CUST102557,3588,1073.56
ORD205189,26-02-2025,Office Supplies,West,6,CUST100794,14796,1023.03
ORD205190,03-03-2024,Furniture,South,5,CUST102501,3460,822.09
ORD205191,06-06-2023,Furniture,South,3,CUST103781,10815,2521.77
ORD205192,20-04-2025,Clothing,North,8,CUST101657,37512,2896.58
ORD205193,13-03-2023,Clothing,Central,3,CUST103705,12849,3745.29
ORD205194,09-05-2025,Accessories,South,5,CUST100724,24610,6430.82
ORD205195,12-10-2024,Accessories,East,8,CUST100977,10152,1806.22
ORD205196,25-05-2025,Furniture,West,3,CUST100896,12531,1317.15
ORD205197,22-06-2022,Furniture,East,5,CUST104337,14715,1421.56
ORD205198,02-02-2023,Accessories,South,6,CUST100075,15150,1240.95
ORD205199,07-03-2023,Accessories,South,1,CUST104443,1369,134.67
ORD205200,03-04-2025,Furniture,North,2,CUST103602,8732,2455.24
ORD205201,10-01-2023,Office Supplies,East,7,CUST101657,11347,2368.41
ORD205202,22-06-2024,Furniture,North,9,CUST101871,31329,2543.02
ORD205203,24-12-2024,Office Supplies,East,4,CUST101531,16304,4571.82
ORD205204,01-10-2023,Office Supplies,Central,5,CUST103743,19295,1224.21
ORD205205,24-11-2025,Furniture,Central,4,CUST104869,9012,1372.27
ORD205206,12-03-2022,Electronics,East,3,CUST104208,7827,1844.48
ORD205207,02-09-2025,Accessories,North,2,CUST100349,3160,807.37
ORD205208,11-03-2024,Clothing,Central,3,CUST104860,3177,828.48
ORD205209,17-06-2023,Furniture,South,2,CUST104886,8956,2564.06
ORD205210,22-06-2022,Office Supplies,West,8,CUST103090,22792,2665.99
ORD205211,08-10-2025,Furniture,North,1,CUST102264,556,80.97
ORD205212,04-02-2025,Accessories,East,5,CUST101523,9795,2042.04
ORD205213,02-05-2023,Office Supplies,West,1,CUST100641,2090,562.53
ORD205214,23-12-2025,Clothing,West,5,CUST100713,3245,649.78
ORD205215,12-12-2024,Clothing,South,3,CUST103496,13467,1589.40
ORD205216,27-10-2024,Clothing,North,9,CUST104506,7407,1855.49
ORD205217,01-05-2024,Electronics,West,1,CUST102558,3056,841.92
ORD205218,18-08-2022,Office Supplies,North,1,CUST104203,2907,151.42
ORD205219,06-05-2024,Office Supplies,South,8,CUST101927,25840,1324.74
ORD205220,08-09-2024,Electronics,East,3,CUST100288,5709,1647.05
ORD205221,22-03-2024,Office Supplies,West,7,CUST102770,13461,2545.82
ORD205222,23-05-2022,Electronics,West,5,CUST103534,19025,1371.11
ORD205223,15-04-2022,Furniture,West,2,CUST102049,8334,1159.37
ORD205224,27-10-2024,Accessories,North,7,CUST101623,34188,6557.79
ORD205225,01-11-2024,Clothing,West,7,CUST100252,22078,4554.83
ORD205226,18-12-2023,Electronics,North,3,CUST102270,2205,200.19
ORD205227,03-01-2025,Electronics,Central,6,CUST103279,29106,7567.93
ORD205228,27-06-2025,Electronics,Central,5,CUST104725,22660,4219.85
ORD205229,02-02-2023,Furniture,North,1,CUST103662,780,141.41
ORD205230,24-07-2024,Electronics,Central,1,CUST100367,1816,336.37
ORD205231,12-08-2024,Accessories,South,2,CUST101570,3082,202.07
ORD205232,09-01-2024,Accessories,South,7,CUST102030,34958,8321.33
ORD205233,03-10-2024,Clothing,Central,3,CUST103070,10533,738.79
ORD205234,29-03-2022,Furniture,East,9,CUST104454,6795,1126.70
ORD205235,28-10-2025,Accessories,North,3,CUST104508,10749,2120.41
ORD205236,18-02-2022,Office Supplies,Central,4,CUST102446,9584,985.91
ORD205237,02-05-2023,Office Supplies,North,8,CUST104639,7336,1251.08
ORD205238,29-04-2022,Office Supplies,Central,4,CUST102700,12088,1470.03
ORD205239,08-02-2022,Electronics,South,7,CUST103961,17108,3890.43
ORD205240,01-01-2025,Electronics,East,5,CUST101845,12475,2288.02
ORD205241,27-05-2024,Office Supplies,North,6,CUST104623,25776,1885.65
ORD205242,01-04-2025,Clothing,East,8,CUST103337,7464,1492.56
ORD205243,23-02-2022,Clothing,South,4,CUST102296,2240,188.31
ORD205244,15-10-2024,Electronics,West,6,CUST102231,22308,1130.74
ORD205245,01-09-2023,Office Supplies,West,2,CUST103265,7062,611.33
ORD205246,06-05-2023,Clothing,North,9,CUST100052,13536,691.34
ORD205247,12-10-2025,Electronics,South,9,CUST102129,38079,11309.13
ORD205248,22-08-2025,Office Supplies,North,6,CUST101569,10470,2182.48
ORD205249,14-06-2022,Furniture,North,6,CUST103924,6756,1394.29
ORD205250,10-11-2022,Office Supplies,North,7,CUST101408,27825,7882.98
ORD205251,11-11-2023,Office Supplies,East,4,CUST100718,4880,399.60
ORD205252,28-01-2023,Accessories,Central,7,CUST100570,11347,645.74
ORD205253,11-10-2022,Accessories,South,1,CUST101048,4293,947.24
ORD205254,07-12-2025,Furniture,East,7,CUST103999,23793,4864.68
ORD205255,30-08-2024,Furniture,Central,1,CUST103964,3893,1075.14
ORD205256,28-04-2025,Office Supplies,North,8,CUST103074,10192,1333.12
ORD205257,28-05-2022,Clothing,West,6,CUST100853,28116,5289.34
ORD205258,04-12-2024,Furniture,East,1,CUST102661,4354,832.30
ORD205259,28-06-2025,Office Supplies,South,1,CUST104289,838,95.66
ORD205260,02-07-2025,Electronics,South,4,CUST100829,19172,2684.28
ORD205261,14-07-2025,Accessories,Central,7,CUST100692,17325,2375.37
ORD205262,05-04-2023,Clothing,East,5,CUST103616,20260,5290.19
ORD205263,07-06-2023,Office Supplies,North,5,CUST103162,14955,2151.73
ORD205264,16-04-2024,Electronics,Central,8,CUST102700,35672,7340.56
ORD205265,16-01-2025,Accessories,South,2,CUST101574,4254,610.33
ORD205266,01-07-2024,Electronics,East,4,CUST102152,18428,1312.44
ORD205267,19-11-2022,Office Supplies,West,4,CUST102146,4924,1385.84
ORD205268,19-05-2022,Furniture,North,8,CUST101551,19280,1343.30
ORD205269,05-02-2024,Accessories,South,6,CUST104679,18384,965.47
ORD205270,02-03-2022,Electronics,East,9,CUST104294,25875,3047.55
ORD205271,19-06-2024,Furniture,West,9,CUST101620,25047,2990.83
ORD205272,12-03-2023,Clothing,South,4,CUST104042,12384,1517.85
ORD205273,08-09-2025,Office Supplies,West,7,CUST103801,3689,923.71
ORD205274,26-05-2023,Office Supplies,South,3,CUST103003,5082,618.60
ORD205275,23-12-2022,Accessories,Central,6,CUST103534,28752,5973.64
ORD205276,21-04-2022,Electronics,Central,1,CUST104792,3299,171.10
ORD205277,16-03-2022,Clothing,Central,5,CUST103244,11255,3073.88
ORD205278,31-07-2024,Accessories,East,6,CUST100435,19074,2193.28
ORD205279,07-04-2025,Accessories,Central,5,CUST101467,3165,583.59
ORD205280,13-10-2024,Electronics,East,7,CUST103364,24024,4614.52
ORD205281,30-06-2025,Clothing,North,4,CUST101845,15164,1667.71
ORD205282,23-10-2022,Electronics,Central,5,CUST101534,13375,2644.86
ORD205283,01-02-2025,Office Supplies,East,4,CUST101490,13308,3549.61
ORD205284,16-08-2025,Furniture,South,9,CUST104270,17298,2296.91
ORD205285,17-09-2024,Office Supplies,East,2,CUST103748,8292,2350.16
ORD205286,12-09-2025,Office Supplies,East,1,CUST101021,999,108.54
ORD205287,11-07-2024,Accessories,South,4,CUST103818,13916,1105.98
ORD205288,21-09-2023,Office Supplies,East,6,CUST100169,9180,1261.50
ORD205289,06-03-2025,Clothing,South,8,CUST104835,38512,10519.44
ORD205290,05-11-2022,Office Supplies,West,4,CUST100700,5776,521.83
ORD205291,21-10-2024,Clothing,Central,1,CUST104541,1831,281.91
ORD205292,05-08-2022,Electronics,North,9,CUST100950,9486,1954.78
ORD205293,11-07-2022,Accessories,East,3,CUST101550,2010,510.38
ORD205294,11-06-2025,Clothing,South,6,CUST103045,22128,6113.32
ORD205295,07-09-2025,Office Supplies,Central,8,CUST103837,33992,10128.40
ORD205296,10-09-2024,Accessories,East,5,CUST102618,5510,1439.86
ORD205297,29-09-2025,Accessories,Central,7,CUST103830,4970,260.31
ORD205298,08-08-2025,Clothing,West,9,CUST103009,11232,1664.89
ORD205299,08-04-2022,Clothing,East,1,CUST100297,3907,1029.74
ORD205300,24-02-2024,Furniture,South,8,CUST100509,13816,4062.15
ORD205301,25-03-2023,Furniture,West,2,CUST104882,8780,569.65
ORD205302,20-11-2025,Accessories,East,1,CUST103749,4774,644.32
ORD205303,11-12-2022,Furniture,Central,4,CUST102681,7572,1610.72
ORD205304,14-10-2023,Office Supplies,West,6,CUST101440,22914,3487.12
ORD205305,14-01-2023,Electronics,South,8,CUST103431,38728,3453.85
ORD205306,17-10-2025,Accessories,East,1,CUST104788,2641,725.93
ORD205307,18-09-2023,Electronics,Central,1,CUST102173,2947,371.50
ORD205308,12-01-2023,Furniture,Central,2,CUST100448,1830,208.51
ORD205309,01-09-2022,Clothing,West,9,CUST100633,17703,3414.99
ORD205310,17-02-2022,Accessories,East,4,CUST102057,7712,2014.17
ORD205311,15-04-2025,Furniture,Central,7,CUST101018,33943,5741.89
ORD205312,10-06-2022,Office Supplies,West,3,CUST100714,8997,702.11
ORD205313,15-02-2023,Accessories,North,1,CUST103074,1018,164.91
ORD205314,18-02-2022,Accessories,Central,1,CUST100917,1246,93.14
ORD205315,07-05-2022,Clothing,West,9,CUST100823,25857,2416.75
ORD205316,07-03-2022,Accessories,North,4,CUST104273,19484,3099.54
ORD205317,05-04-2025,Clothing,West,3,CUST102032,14301,1124.15
ORD205318,24-02-2024,Furniture,Central,5,CUST100598,14235,3096.44
ORD205319,20-09-2025,Office Supplies,North,1,CUST102364,3630,675.06
ORD205320,29-11-2025,Office Supplies,West,3,CUST102300,12099,1643.20
ORD205321,03-01-2025,Accessories,East,4,CUST100002,15220,1366.24
ORD205322,16-06-2025,Accessories,North,6,CUST101991,19326,3444.95
ORD205323,24-09-2024,Furniture,West,9,CUST101926,43551,10869.91
ORD205324,14-08-2024,Clothing,East,3,CUST104146,7005,1662.43
ORD205325,28-01-2025,Office Supplies,North,4,CUST103762,4800,1406.94
ORD205326,10-06-2022,Clothing,West,5,CUST102714,5160,903.46
ORD205327,02-11-2025,Furniture,Central,8,CUST102827,15912,3307.73
ORD205328,24-08-2024,Office Supplies,North,9,CUST102472,25695,2849.39
ORD205329,07-08-2025,Office Supplies,North,3,CUST104215,6756,1641.54
ORD205330,19-08-2023,Electronics,East,3,CUST100617,10695,1871.78
ORD205331,02-03-2025,Furniture,West,7,CUST101393,24227,4073.90
ORD205332,01-07-2024,Furniture,Central,9,CUST102464,31536,3932.59
ORD205333,20-02-2024,Electronics,East,1,CUST101802,4147,537.31
ORD205334,24-06-2022,Clothing,North,1,CUST100163,4763,485.24
ORD205335,25-11-2022,Electronics,East,2,CUST101656,6432,1841.98
ORD205336,29-08-2022,Furniture,East,6,CUST102181,16158,1769.15
ORD205337,03-05-2025,Clothing,East,3,CUST100634,5664,337.84
ORD205338,05-04-2024,Office Supplies,North,8,CUST100955,36744,5719.07
ORD205339,24-12-2025,Electronics,South,5,CUST102119,15625,4564.60
ORD205340,24-03-2022,Clothing,East,3,CUST102406,11826,681.04
ORD205341,01-05-2025,Clothing,South,8,CUST104644,18424,2110.73
ORD205342,07-12-2025,Clothing,Central,8,CUST104196,25608,2884.55
ORD205343,10-10-2022,Electronics,Central,2,CUST100718,1524,279.09
ORD205344,01-11-2025,Office Supplies,Central,5,CUST101972,9770,2336.23
ORD205345,09-07-2022,Clothing,West,3,CUST103463,3591,551.30
ORD205346,03-01-2025,Electronics,North,7,CUST100994,14798,1956.27
ORD205347,28-03-2022,Furniture,South,2,CUST104616,3900,472.82
ORD205348,21-07-2024,Electronics,West,9,CUST100836,7821,2185.14
ORD205349,27-03-2024,Electronics,South,2,CUST103346,5454,1555.24
ORD205350,09-03-2022,Electronics,North,2,CUST102296,4502,877.58
ORD205351,19-03-2024,Clothing,East,6,CUST100511,14592,3942.60
ORD205352,10-02-2023,Electronics,West,3,CUST102159,14205,4217.81
ORD205353,04-04-2024,Furniture,North,3,CUST101041,3597,688.63
ORD205354,23-10-2023,Clothing,West,2,CUST103151,2590,322.29
ORD205355,29-10-2024,Furniture,Central,5,CUST104802,6215,832.88
ORD205356,25-03-2022,Accessories,West,5,CUST104294,22405,4550.18
ORD205357,05-09-2024,Electronics,East,7,CUST100543,12404,1801.97
ORD205358,24-03-2022,Clothing,East,8,CUST104183,12128,2152.49
ORD205359,16-07-2022,Clothing,South,8,CUST103503,17832,1915.66
ORD205360,15-07-2022,Electronics,West,3,CUST100964,14733,4396.45
ORD205361,25-11-2024,Office Supplies,Central,6,CUST102375,14364,1407.57
ORD205362,01-07-2022,Office Supplies,East,5,CUST101921,13120,3654.00
ORD205363,16-06-2022,Furniture,South,4,CUST102869,15732,4204.03
ORD205364,21-11-2024,Electronics,Central,6,CUST100997,19434,4908.99
ORD205365,22-06-2022,Electronics,Central,4,CUST104393,12424,3531.68
ORD205366,29-05-2022,Accessories,Central,8,CUST100674,9064,2278.98
ORD205367,02-11-2022,Office Supplies,North,9,CUST100886,31590,4363.62
ORD205368,20-12-2024,Office Supplies,East,1,CUST102236,3788,349.99
ORD205369,07-10-2025,Electronics,North,1,CUST104923,1220,214.66
ORD205370,22-06-2022,Furniture,North,4,CUST102297,16068,825.31
ORD205371,07-11-2024,Electronics,East,6,CUST102273,9456,2716.04
ORD205372,21-05-2024,Furniture,West,8,CUST104219,23184,6121.53
ORD205373,08-05-2023,Office Supplies,South,1,CUST102013,1153,294.32
ORD205374,24-09-2023,Accessories,East,3,CUST102352,11622,1619.26
ORD205375,12-12-2024,Clothing,South,4,CUST104886,8212,646.32
ORD205376,25-05-2024,Office Supplies,West,2,CUST101859,3692,840.96
ORD205377,15-07-2025,Furniture,East,9,CUST104493,14688,3114.34
ORD205378,20-03-2022,Electronics,Central,3,CUST102050,2256,577.12
ORD205379,20-11-2023,Office Supplies,East,4,CUST102043,5672,1005.99
ORD205380,27-12-2023,Accessories,West,4,CUST104105,14664,1288.14
ORD205381,16-06-2022,Furniture,North,1,CUST104674,4015,1021.57
ORD205382,29-09-2025,Electronics,East,5,CUST102728,13680,3085.86
ORD205383,13-08-2025,Clothing,Central,5,CUST104292,13355,3866.10
ORD205384,02-07-2023,Furniture,East,2,CUST100441,8860,641.85
ORD205385,31-12-2023,Electronics,North,1,CUST102062,2300,452.40
ORD205386,09-06-2022,Clothing,East,5,CUST101583,23775,4971.82
ORD205387,24-04-2023,Electronics,Central,5,CUST100625,9400,2819.76
ORD205388,04-09-2023,Clothing,West,7,CUST102563,12397,3199.84
ORD205389,03-03-2025,Clothing,Central,2,CUST103350,9806,1256.54
ORD205390,05-09-2023,Clothing,West,8,CUST103127,15880,2670.99
ORD205391,12-05-2024,Electronics,Central,5,CUST100958,7245,1009.78
ORD205392,31-05-2022,Clothing,South,5,CUST101038,23085,6451.40
ORD205393,14-07-2025,Furniture,East,9,CUST100090,30771,5570.50
ORD205394,01-03-2023,Accessories,East,2,CUST102764,2624,722.78
ORD205395,09-06-2023,Accessories,North,2,CUST101517,1566,220.00
ORD205396,08-07-2024,Clothing,South,5,CUST104334,23310,2213.02
ORD205397,21-09-2025,Accessories,North,1,CUST103812,993,184.08
ORD205398,04-01-2022,Accessories,East,5,CUST101240,20605,6115.27
ORD205399,30-06-2025,Clothing,North,5,CUST100184,10690,2214.10
ORD205400,07-06-2024,Clothing,West,8,CUST100194,4040,257.57
ORD205401,28-12-2025,Furniture,South,6,CUST100015,13062,763.34
ORD205402,13-06-2022,Office Supplies,Central,6,CUST103152,11946,1880.47
ORD205403,22-02-2023,Electronics,West,5,CUST103674,19390,1150.51
ORD205404,22-12-2022,Clothing,Central,5,CUST103633,22865,1740.96
ORD205405,30-10-2022,Clothing,North,8,CUST104380,20992,5003.67
ORD205406,02-04-2023,Accessories,East,1,CUST100145,3297,789.85
ORD205407,09-08-2022,Furniture,West,9,CUST101439,14112,1357.21
ORD205408,20-11-2022,Accessories,South,6,CUST104068,23652,6215.21
ORD205409,13-09-2023,Clothing,Central,9,CUST101898,8604,807.86
ORD205410,18-11-2023,Clothing,West,2,CUST103744,4294,1035.12
ORD205411,19-03-2024,Accessories,East,3,CUST101493,6891,1382.36
ORD205412,12-02-2024,Clothing,South,1,CUST101898,847,223.71
ORD205413,12-01-2023,Office Supplies,South,5,CUST102707,9570,2281.01
ORD205414,27-05-2024,Electronics,Central,2,CUST104831,5516,276.26
ORD205415,21-01-2022,Electronics,West,1,CUST104494,2898,188.91
ORD205416,13-06-2023,Electronics,West,9,CUST100079,14130,820.15
ORD205417,03-09-2023,Office Supplies,South,9,CUST104467,18135,4685.78
ORD205418,22-07-2025,Clothing,North,6,CUST101185,6198,1233.30
ORD205419,20-02-2025,Accessories,South,8,CUST103059,25008,7302.35
ORD205420,09-07-2025,Furniture,East,9,CUST103276,20160,2965.98
ORD205421,14-09-2025,Clothing,West,5,CUST103020,4935,467.42
ORD205422,19-10-2025,Office Supplies,Central,2,CUST103934,1152,155.53
ORD205423,06-03-2025,Office Supplies,West,4,CUST104145,14332,1686.50
ORD205424,06-05-2023,Electronics,South,3,CUST101437,7656,2006.94
ORD205425,18-06-2024,Clothing,East,7,CUST102168,22848,2661.82
ORD205426,17-10-2024,Electronics,North,8,CUST103736,23888,1991.24
ORD205427,26-05-2023,Furniture,West,5,CUST100457,15930,2122.65
ORD205428,24-10-2022,Electronics,South,2,CUST102273,4734,1180.82
ORD205429,03-10-2024,Furniture,South,9,CUST103331,30501,4580.40
ORD205430,01-05-2023,Office Supplies,South,1,CUST102325,2050,417.77
ORD205431,15-06-2025,Electronics,East,5,CUST102051,10505,1064.88
ORD205432,07-02-2025,Electronics,South,3,CUST101790,8523,586.73
ORD205433,22-06-2023,Accessories,South,8,CUST103375,22176,2406.22
ORD205434,08-02-2025,Office Supplies,South,8,CUST100150,37544,9572.04
ORD205435,16-07-2024,Accessories,West,1,CUST102053,1826,405.38
ORD205436,22-04-2024,Furniture,South,4,CUST103524,9012,635.71
ORD205437,19-03-2025,Furniture,East,8,CUST101983,10008,1037.68
ORD205438,20-02-2024,Office Supplies,West,9,CUST101765,41328,4458.68
ORD205439,14-02-2025,Furniture,South,9,CUST103716,37683,4539.06
ORD205440,16-03-2023,Office Supplies,North,2,CUST104000,9730,2091.80
ORD205441,22-05-2023,Furniture,East,9,CUST100921,22851,2085.59
ORD205442,25-06-2023,Clothing,North,8,CUST100954,17424,1385.61
ORD205443,05-12-2023,Electronics,East,9,CUST100084,15174,2702.44
ORD205444,09-08-2025,Clothing,North,9,CUST100417,33570,4422.90
ORD205445,07-11-2024,Office Supplies,South,3,CUST104249,6708,707.70
ORD205446,21-08-2024,Office Supplies,North,5,CUST102761,22910,2142.62
ORD205447,23-10-2025,Clothing,North,3,CUST100705,6987,805.57
ORD205448,16-02-2023,Electronics,East,6,CUST103341,17580,1048.09
ORD205449,24-01-2024,Electronics,South,5,CUST100372,24050,3078.83
ORD205450,02-11-2022,Accessories,East,2,CUST101094,9424,1374.10
ORD205451,15-01-2024,Furniture,South,3,CUST103273,11889,1265.38
ORD205452,19-06-2022,Accessories,Central,7,CUST100903,32732,6916.78
ORD205453,17-04-2025,Electronics,West,5,CUST104864,15775,4175.71
ORD205454,18-06-2023,Clothing,West,3,CUST104316,5130,1204.05
ORD205455,10-07-2024,Furniture,East,4,CUST101182,2532,252.29
ORD205456,24-02-2022,Clothing,South,6,CUST102285,25728,2126.86
ORD205457,18-12-2023,Accessories,North,8,CUST102898,8688,2442.15
ORD205458,23-09-2023,Office Supplies,West,7,CUST101753,23863,3904.05
ORD205459,31-07-2025,Clothing,East,3,CUST102749,2142,569.84
ORD205460,27-11-2023,Accessories,East,2,CUST104489,5724,1218.80
ORD205461,26-03-2024,Accessories,East,3,CUST101809,7992,1858.53
ORD205462,04-11-2024,Accessories,South,5,CUST102396,4085,403.24
ORD205463,28-11-2025,Office Supplies,East,7,CUST100321,31913,7923.10
ORD205464,09-10-2022,Office Supplies,Central,8,CUST101203,4560,687.75
ORD205465,28-01-2025,Office Supplies,North,6,CUST103671,22872,3257.51
ORD205466,28-06-2024,Furniture,East,2,CUST104872,7868,1605.08
ORD205467,09-07-2025,Office Supplies,South,2,CUST100125,3090,368.44
ORD205468,13-11-2022,Office Supplies,North,5,CUST102421,12925,1517.67
ORD205469,07-01-2022,Office Supplies,North,5,CUST102762,5765,401.33
ORD205470,25-02-2022,Clothing,West,1,CUST103690,2297,342.43
ORD205471,13-01-2022,Office Supplies,East,1,CUST103159,4833,978.84
ORD205472,31-10-2023,Furniture,East,9,CUST103597,40176,4660.93
ORD205473,08-09-2023,Accessories,South,7,CUST103314,31388,8591.36
ORD205474,26-10-2025,Clothing,Central,8,CUST102577,28728,8440.94
ORD205475,09-06-2023,Electronics,Central,5,CUST104172,11745,1014.40
ORD205476,21-04-2024,Office Supplies,West,3,CUST104385,12207,2213.15
ORD205477,20-11-2024,Accessories,Central,3,CUST102898,11064,1387.87
ORD205478,28-05-2024,Accessories,South,3,CUST103624,12177,1806.90
ORD205479,15-09-2022,Clothing,West,1,CUST102166,1016,163.43
ORD205480,07-04-2022,Electronics,East,3,CUST101610,13980,2274.33
ORD205481,12-04-2024,Furniture,Central,2,CUST101918,5424,783.06
ORD205482,13-05-2025,Accessories,South,8,CUST100217,30640,4267.03
ORD205483,25-12-2024,Accessories,South,6,CUST104820,8616,596.86
ORD205484,07-07-2022,Accessories,East,5,CUST102863,13960,2053.66
ORD205485,25-10-2025,Accessories,South,1,CUST103083,4307,1279.71
ORD205486,18-03-2023,Clothing,West,2,CUST104032,6934,1141.43
ORD205487,15-11-2022,Electronics,West,2,CUST103853,4768,679.70
ORD205488,03-12-2022,Accessories,North,7,CUST102367,20846,5009.33
ORD205489,27-09-2025,Furniture,East,7,CUST102073,32123,8754.94
ORD205490,10-05-2022,Furniture,South,6,CUST100390,29868,6439.59
ORD205491,06-11-2024,Office Supplies,Central,8,CUST104150,32664,4574.25
ORD205492,15-09-2025,Accessories,West,4,CUST103997,19708,2976.13
ORD205493,18-04-2025,Accessories,East,9,CUST104246,12042,1862.04
ORD205494,15-09-2025,Accessories,East,8,CUST100462,13296,1008.19
ORD205495,14-03-2024,Accessories,West,3,CUST101351,5388,993.06
ORD205496,14-05-2023,Accessories,North,3,CUST100934,1872,180.37
ORD205497,03-09-2023,Furniture,East,9,CUST101243,23220,5039.24
ORD205498,15-09-2024,Electronics,South,9,CUST103375,44064,10555.67
ORD205499,02-02-2024,Electronics,Central,5,CUST100510,2885,568.26
ORD205500,18-07-2023,Office Supplies,Central,1,CUST104868,2852,341.16
ORD205501,24-10-2022,Furniture,West,3,CUST103604,4887,1246.64
ORD205502,29-03-2024,Accessories,East,5,CUST103761,15395,1546.78
ORD205503,10-04-2024,Electronics,Central,4,CUST104499,18824,1970.03
ORD205504,23-12-2023,Clothing,East,4,CUST104065,19104,1608.77
ORD205505,16-12-2023,Clothing,West,1,CUST103142,2912,698.59
ORD205506,26-09-2025,Clothing,North,6,CUST102909,13026,2424.73
ORD205507,29-09-2023,Accessories,Central,4,CUST102766,13200,1022.07
ORD205508,23-01-2022,Accessories,South,1,CUST104570,4760,941.17
ORD205509,12-05-2022,Office Supplies,West,6,CUST101608,5898,1560.45
ORD205510,20-08-2025,Office Supplies,North,5,CUST101690,24500,3992.54
ORD205511,13-03-2023,Office Supplies,South,5,CUST100769,4755,1225.01
ORD205512,15-01-2022,Clothing,South,2,CUST100227,7202,2045.34
ORD205513,09-12-2022,Accessories,Central,1,CUST102394,2343,273.31
ORD205514,19-07-2024,Clothing,East,7,CUST100807,9247,1766.93
ORD205515,08-03-2024,Office Supplies,West,5,CUST100547,10435,2846.91
ORD205516,24-11-2025,Accessories,South,3,CUST104071,5079,1028.17
ORD205517,13-06-2024,Furniture,Central,6,CUST101892,26052,4139.98
ORD205518,24-02-2023,Electronics,North,3,CUST100723,8694,1730.73
ORD205519,06-06-2022,Electronics,South,6,CUST103061,6162,1458.71
ORD205520,24-05-2022,Office Supplies,North,6,CUST102321,13440,1594.82
ORD205521,02-06-2024,Clothing,West,9,CUST100114,23562,2020.38
ORD205522,29-04-2023,Furniture,Central,8,CUST102250,33448,3258.02
ORD205523,06-07-2024,Accessories,North,1,CUST104035,4125,956.27
ORD205524,24-05-2022,Clothing,East,7,CUST101148,17458,1358.26
ORD205525,26-02-2023,Office Supplies,North,9,CUST101742,10197,1334.39
ORD205526,26-07-2025,Clothing,North,2,CUST102960,4518,1167.62
ORD205527,25-01-2023,Office Supplies,Central,9,CUST103549,33120,8985.10
ORD205528,09-07-2025,Electronics,Central,6,CUST104990,24426,7132.29
ORD205529,06-11-2024,Electronics,South,3,CUST104161,5436,1098.50
ORD205530,21-11-2024,Clothing,North,8,CUST104303,23152,2540.60
ORD205531,12-10-2025,Furniture,North,7,CUST100277,23926,5175.29
ORD205532,08-03-2022,Accessories,Central,8,CUST104720,18128,1763.27
ORD205533,30-08-2024,Office Supplies,East,8,CUST100138,28552,3144.86
ORD205534,10-05-2024,Accessories,Central,7,CUST100675,14546,4104.64
ORD205535,25-04-2023,Electronics,East,1,CUST102379,2978,156.16
ORD205536,18-04-2022,Furniture,Central,8,CUST102594,6712,1257.47
ORD205537,04-12-2023,Furniture,West,5,CUST101066,23175,1496.71
ORD205538,13-02-2023,Accessories,North,2,CUST101836,5974,631.40
ORD205539,22-05-2023,Electronics,East,2,CUST102936,8118,1124.22
ORD205540,07-09-2023,Accessories,West,2,CUST100680,7768,599.21
ORD205541,15-11-2024,Clothing,East,9,CUST102879,24615,1443.53
ORD205542,22-01-2025,Furniture,South,5,CUST104366,18220,2530.38
